Name,Asset Serial Number,Make,Model,Odometer,Odometer unit of measure,Odometer Last Reported Time,Sample Meter,Hour meter unit of measure,Sample Date,Fluid Sample,Lab report number,Lifetime Energy Generated Value,Service Meter Unit,Lifetime Energy Generated Timestamp,Lifetime Fuel Consumed Value,Service Meter Unit,Lifetime Fuel Consumed Timestamp,Severity,Recommendation,Odometer Value,Service Meter Unit,Odometer Timestamp,Hours Value,Service Meter Unit,Analysis Date,Last Known Location,Last Known Location Last Reported Time
040-001,KYD02701,CAT,777E,120601.7731158,mi,2024-01-30T07:07:26-06:00,5578.31279598,h,2024-02-18T00:00Z,RODA DIANT ESQ,U330-54059-2765,,,,88721.3155925772,usGal,2024-01-30T07:07:26-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Verificar horas do óleo e componente. Estão discrepantes.",,,,0.0,h,2024-03-04T06:49:21-06:00,"Itaituba, Brazil 68180",2024-01-30T07:07:26-06:00
040-001,KYD02701,CAT,777E,120601.7731158,mi,2024-01-30T07:07:26-06:00,5578.31279598,h,2024-02-18T00:00Z,TRANSMISSÃO,U330-54059-2764,,,,88721.3155925772,usGal,2024-01-30T07:07:26-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Verificar horas do óleo e componente. Estão discrepantes.",,,,0.0,h,2024-03-04T06:49:09-06:00,"Itaituba, Brazil 68180",2024-01-30T07:07:26-06:00
040-001,KYD02701,CAT,777E,120601.7731158,mi,2024-01-30T07:07:26-06:00,5578.31279598,h,2024-02-18T00:00Z,COMANDO F TRAS DIR,U330-54059-2767,,,,88721.3155925772,usGal,2024-01-30T07:07:26-06:00,Monitor Compartment,O teor de Ferro pode indicar desgaste em engrenagens. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas. Avaliar o modo de operação e aplicação do equipamento.  Trocar o óleo e coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Verificar horas do óleo e componente. Estão discrepantes.,,,,0.0,h,2024-03-04T06:52:54-06:00,"Itaituba, Brazil 68180",2024-01-30T07:07:26-06:00
040-001,KYD02701,CAT,777E,120601.7731158,mi,2024-01-30T07:07:26-06:00,5578.31279598,h,2024-02-18T00:00Z,SISTEMA DE DIREÇÃO,U330-54059-2766,,,,88721.3155925772,usGal,2024-01-30T07:07:26-06:00,Monitor Compartment,"Os teores de Silício e Alumínio sinalizam entrada de poeira, que pode ocasionar desgaste.  Verificar na inspeção diária danos nas vedações e ruídos anormais na bomba. Na próxima revisão verificar limalhas no filtro.  Trocar o óleo e coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Informar as horas do componente para melhor acompanhamento.",,,,0.0,h,2024-03-04T06:51:28-06:00,"Itaituba, Brazil 68180",2024-01-30T07:07:26-06:00
021-001,R2E00174,CAT,303.5 CR,,,,,,2024-02-18T00:00Z,SISTEMA HIDRÁULICO,U330-54059-2728,,,,,,,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-03-04T07:08:08-06:00,,
031-001,J8R00413,CAT,966,13788.2846271,mi,2024-03-09T20:36:45-06:00,4833.735255874,h,2024-02-18T00:00Z,DIFERENCIAL DIANTEIRO,U330-54059-2734,,,,25902.7326645708,usGal,2024-03-09T20:36:45-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,0.0,h,2024-03-06T00:37:44-06:00,"Itaituba, Brazil 68180",2024-03-09T20:36:45-06:00
031-001,J8R00413,CAT,966,13788.2846271,mi,2024-03-09T20:36:45-06:00,4833.735255874,h,2024-02-18T00:00Z,DIFERENCIAL TRASEIRO,U330-54059-2736,,,,25902.7326645708,usGal,2024-03-09T20:36:45-06:00,Monitor Compartment,O teor de Ferro pode indicar desgaste em engrenagens. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas. Avaliar o modo de operação e aplicação do equipamento.  Trocar o óleo e coletar nova amostra regularmente.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.,,,,0.0,h,2024-03-04T07:14:59-06:00,"Itaituba, Brazil 68180",2024-03-09T20:36:45-06:00
040-001,KYD02701,CAT,777E,120601.7731158,mi,2024-01-30T07:07:26-06:00,5578.31279598,h,2024-02-18T00:00Z,MOTOR,U330-54059-2772,,,,88721.3155925772,usGal,2024-01-30T07:07:26-06:00,Monitor Compartment,O alto valor de sulfatação indica degradação do óleo e pode gerar desgaste. Na inspeção diária verifique se há alto consumo de combustível e/ou óleo motor. Na próxima revisão verificar  sistema de injeção e sopro no cárter/taxa de compressão.  Alto teor de enxofre no combustível pode elevar a sulfatação do óleo.  Coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Verificar horas do óleo e componente. Estão discrepantes.,,,,0.0,h,2024-03-04T06:57:55-06:00,"Itaituba, Brazil 68180",2024-01-30T07:07:26-06:00
030-001,MK900524,CAT,980,11493.685798299999,mi,2024-02-29T20:42:48-06:00,4226.358381084,h,2024-02-16T00:00Z,COMANDO F TRAS DIR,U330-54059-2759,,,,32571.4781900696,usGal,2024-02-29T20:42:48-06:00,Monitor Compartment,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,4003.0,h,2024-03-04T06:47:02-06:00,"Itaituba, Brazil 68180",2024-02-29T20:42:48-06:00
030-001,MK900524,CAT,980,11493.685798299999,mi,2024-02-29T20:42:48-06:00,4226.358381084,h,2024-02-16T00:00Z,COMANDO F DIANT DIR,U330-54059-2760,,,,32571.4781900696,usGal,2024-02-29T20:42:48-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Informar os resultados das verificações anteriores para melhor acompanhamento.",,,,4003.0,h,2024-03-04T06:47:27-06:00,"Itaituba, Brazil 68180",2024-02-29T20:42:48-06:00
030-001,MK900524,CAT,980,11493.685798299999,mi,2024-02-29T20:42:48-06:00,4226.358381084,h,2024-02-16T00:00Z,COMANDO F TRAS ESQ,U330-54059-2757,,,,32571.4781900696,usGal,2024-02-29T20:42:48-06:00,Monitor Compartment,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Verificar as horas do óleo, pois estão discrepantes.",,,,4003.0,h,2024-03-04T06:45:34-06:00,"Itaituba, Brazil 68180",2024-02-29T20:42:48-06:00
030-001,MK900524,CAT,980,11493.685798299999,mi,2024-02-29T20:42:48-06:00,4226.358381084,h,2024-02-16T00:00Z,DIFERENCIAL DIANTEIRO,U330-54059-2758,,,,32571.4781900696,usGal,2024-02-29T20:42:48-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso. Informar os resultados das verificações anteriores para melhor acompanhamento.",,,,4003.0,h,2024-03-04T06:46:17-06:00,"Itaituba, Brazil 68180",2024-02-29T20:42:48-06:00
030-001,MK900524,CAT,980,11493.685798299999,mi,2024-02-29T20:42:48-06:00,4226.358381084,h,2024-02-16T00:00Z,DIFERENCIAL TRASEIRO,U330-54059-2763,,,,32571.4781900696,usGal,2024-02-29T20:42:48-06:00,Monitor Compartment,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,4003.0,h,2024-03-04T06:48:35-06:00,"Itaituba, Brazil 68180",2024-02-29T20:42:48-06:00
030-001,MK900524,CAT,980,11493.685798299999,mi,2024-02-29T20:42:48-06:00,4226.358381084,h,2024-02-16T00:00Z,TRANSMISSÃO PS,U330-54059-2756,,,,32571.4781900696,usGal,2024-02-29T20:42:48-06:00,No Action Required,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,4003.0,h,2024-03-04T06:45:01-06:00,"Itaituba, Brazil 68180",2024-02-29T20:42:48-06:00
030-001,MK900524,CAT,980,11493.685798299999,mi,2024-02-29T20:42:48-06:00,4226.358381084,h,2024-02-16T00:00Z,COMANDO F DIANT ESQ,U330-54059-2761,,,,32571.4781900696,usGal,2024-02-29T20:42:48-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Informar os resultados das verificações anteriores para melhor acompanhamento.",,,,4003.0,h,2024-03-04T06:47:38-06:00,"Itaituba, Brazil 68180",2024-02-29T20:42:48-06:00
030-001,MK900524,CAT,980,11493.685798299999,mi,2024-02-29T20:42:48-06:00,4226.358381084,h,2024-02-16T00:00Z,SISTEMA HIDRÁULICO,U330-54059-2762,,,,32571.4781900696,usGal,2024-02-29T20:42:48-06:00,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,4003.0,h,2024-03-04T06:48:12-06:00,"Itaituba, Brazil 68180",2024-02-29T20:42:48-06:00
030-001,MK900524,CAT,980,11493.685798299999,mi,2024-02-29T20:42:48-06:00,4226.358381084,h,2024-02-16T00:00Z,MOTOR,U330-54059-2755,,,,32571.4781900696,usGal,2024-02-29T20:42:48-06:00,No Action Required,"Nível normal de desgaste.   Monitorar nos intervalos regulares.Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.  Verificar as horas do óleo, pois estão discrepantes.",,,,4003.0,h,2024-03-04T03:04:44-06:00,"Itaituba, Brazil 68180",2024-02-29T20:42:48-06:00
021-002,L9T01216,CAT,420,,,,,,2024-02-15T00:00Z,COMANDO F DIANT DIR,U330-54059-2751,,,,,,,No Action Required,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,2297.0,h,2024-03-04T06:42:41-06:00,,
021-002,L9T01216,CAT,420,,,,,,2024-02-15T00:00Z,DIFERENCIAL DIANTEIRO,U330-54059-2752,,,,,,,Monitor Compartment,"Foi possível observar traços de limalhas ferrosas na análise visual. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas, procedimentos de coleta e desgaste de componentes. É indicado realizar descontaminação por “flushing” ou filtragem do óleo.  Coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,2297.0,h,2024-03-04T06:43:25-06:00,,
021-002,L9T01216,CAT,420,,,,,,2024-02-15T00:00Z,COMANDO F TRAS ESQ,U330-54059-2753,,,,,,,Action Required,O elevado teor de Ferro pode indicar desgaste em engrenagens. Verificar imediatamente presença de limalhas e ruídos anormais. Avaliar o modo de operação e aplicação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.,,,,2297.0,h,2024-03-04T06:44:07-06:00,,
021-002,L9T01216,CAT,420,,,,,,2024-02-15T00:00Z,DIFERENCIAL TRASEIRO,U330-54059-2746,,,,,,,Action Required,O elevado teor de Ferro pode indicar desgaste em engrenagens. Verificar imediatamente presença de limalhas e ruídos anormais. Avaliar o modo de operação e aplicação do equipamento.  Coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.,,,,2297.0,h,2024-03-04T07:25:08-06:00,,
021-002,L9T01216,CAT,420,,,,,,2024-02-15T00:00Z,COMANDO F DIANT ESQ,U330-54059-2747,,,,,,,No Action Required,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,2297.0,h,2024-03-04T07:27:49-06:00,,
021-002,L9T01216,CAT,420,,,,,,2024-02-15T00:00Z,COMANDO F TRAS DIR,U330-54059-2749,,,,,,,Action Required,O elevado teor de Ferro pode indicar desgaste em engrenagens. Verificar imediatamente presença de limalhas e ruídos anormais. Avaliar o modo de operação e aplicação do equipamento.  Coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.,,,,2297.0,h,2024-03-04T07:29:39-06:00,,
021-002,L9T01216,CAT,420,,,,,,2024-02-15T00:00Z,MOTOR,U330-54059-2750,,,,,,,Monitor Compartment,"O teor de Ferro pode indicar desgaste nas camisas, pistões, eixos comandos, engrenagens e válvulas. Verificar na inspeção diária nível de óleo, eventos de alta temperatura, ruídos e vibrações anormais. Na próxima revisão verificar limalhas no filtro, pressão de lubrificação, operação com baixo nível de óleo (vazamentos) e histórico de complemento de óleo.  Coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,2297.0,h,2024-03-04T07:30:29-06:00,,
021-002,L9T01216,CAT,420,,,,,,2024-02-15T00:00Z,SISTEMA HIDRÁULICO,U330-54059-2754,,,,,,,No Action Required,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,2297.0,h,2024-03-04T06:44:38-06:00,,
021-002,L9T01216,CAT,420,,,,,,2024-02-15T00:00Z,TRANSMISSÃO,U330-54059-2748,,,,,,,No Action Required,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de filtros e informe caso detecte a presença de contaminantes/limalhas.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,2297.0,h,2024-03-04T07:28:01-06:00,,
040-011,7W802867,CAT,777-05,23418.851619,mi,2024-03-10T08:50:57-06:00,4365.351270056,h,2024-02-13T00:00Z,COMANDO F TRAS ESQ,U330-54059-2463,,,,55688.087729471605,usGal,2024-03-10T08:50:57-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação.",,,,4095.0,h,2024-03-06T00:23:26-06:00,"Itaituba, Brazil 68180",2024-03-10T08:50:57-06:00
040-011,7W802867,CAT,777-05,23418.851619,mi,2024-03-10T08:50:57-06:00,4365.351270056,h,2024-02-13T00:00Z,COMANDO F TRAS DIR,U330-54059-2464,,,,55688.087729471605,usGal,2024-03-10T08:50:57-06:00,Monitor Compartment,"Nível normal de desgaste. Óleo em condição de uso. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Amostra anormal por faltar horas do óleo. Esta informação interfere na avaliação. Alta viscosidade com relação ao tipo de óleo informado.",,,,4095.0,h,2024-03-05T05:11:29-06:00,"Itaituba, Brazil 68180",2024-03-10T08:50:57-06:00
060-002,3F300703,CAT,730,28045.9529076,mi,2024-03-09T14:15:08-06:00,6902.202466202,h,2024-02-12T00:00Z,COMANDO F CENT DIR,U330-54059-2456,,,,36519.225539865205,usGal,2024-03-09T14:15:08-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.",,,,6516.0,h,2024-03-04T07:38:20-06:00,"Itaituba, Brazil 68180",2024-03-09T18:00:05-06:00
060-002,3F300703,CAT,730,28045.9529076,mi,2024-03-09T14:15:08-06:00,6902.202466202,h,2024-02-12T00:00Z,COMANDO F CENT ESQ,U330-54059-2745,,,,36519.225539865205,usGal,2024-03-09T14:15:08-06:00,Action Required,"Os teores de Ferro e Cobre podem indicar desgaste em engrenagens, buchas e arruelas de encosto. Verificar imediatamente ruídos anormais e presença de limalhas.  Avaliar modo de aplicação e operação do equipamento.  Trocar o óleo e coletar nova amostra na metade do período normal de coleta.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,6516.0,h,2024-03-04T07:24:53-06:00,"Itaituba, Brazil 68180",2024-03-09T18:00:05-06:00
021-005,MZA10131,CAT,395,13.1730652,mi,2024-03-08T12:08:30-06:00,3656.356536194,h,2024-02-12T00:00Z,COMANDO F TRAS ESQ,U330-54059-2465,,,,61002.20916747841,usGal,2024-03-08T12:08:30-06:00,Action Required,"Os teores de Silício e Alumínio sinalizam entrada de poeira que pode ocasionar desgaste em engrenagens, buchas e arruelas de encosto, evidenciado pelos teores de Ferro e Cobre associado aos traços de limalhas ferrosas. Verificar imediatamente danos nas vedações, ruídos anormais e presença de limalhas.  Coletar nova amostra regularmente.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,6207.0,h,2024-03-06T00:26:50-06:00,"Itaituba, Brazil 68180",2024-03-08T12:35:57-06:00
021-005,MZA10131,CAT,395,13.1730652,mi,2024-03-08T12:08:30-06:00,3656.356536194,h,2024-02-12T00:00Z,COMANDO GIRO TRAS,U330-54059-2469,,,,61002.20916747841,usGal,2024-03-08T12:08:30-06:00,Monitor Compartment,O teor de Ferro pode indicar desgaste em engrenagens. Verificar na inspeção diária ruídos anormais. Na próxima revisão verificar presença de limalhas. Avaliar o modo de operação e aplicação do equipamento.  Trocar o óleo e coletar nova amostra regularmente.  Verificar horas do óleo e componente. Estão discrepantes.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.,,,,0.0,h,2024-03-06T00:28:29-06:00,"Itaituba, Brazil 68180",2024-03-08T12:35:57-06:00
021-005,MZA10131,CAT,395,13.1730652,mi,2024-03-08T12:08:30-06:00,3656.356536194,h,2024-02-12T00:00Z,COMANDO GIRO DIANT,U330-54059-2467,,,,61002.20916747841,usGal,2024-03-08T12:08:30-06:00,No Action Required,"Nível normal de desgaste. Monitorar nos intervalos regulares.  Como boa prática, realize a inspeção de bujões magnéticos e informe caso detecte a presença de limalhas anormais.  Para uma avaliação mais assertiva solicitamos que informe o nome comercial do fluido em uso.",,,,6207.0,h,2024-03-06T00:27:35-06:00,"Itaituba, Brazil 68180",2024-03-08T12:35:57-06:00
